"objet,""id_objet"",""id_forum"",""Date"",""Heure"",""Titre"",""Texte"",""Auteur"",""Email"",""Statut""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981675"",""28/07/2023"",""18:40"",""Avis favorable"",""avis favorable pour le projet de décret relatif à la réduction et à l&#8217";"indemnisation des dégâts de grand gibier."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981678"",""28/07/2023"",""18:49"",""Projet décret "",""Avis favorable au projet décret relatif à la réduction et à l indemnisation des dégâts de grand gibiers "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981682"",""28/07/2023"",""19:05"",""Favorable "",""Favorable à cette proposition "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981688"",""28/07/2023"",""19:14"",""indemnisation dégâts"",""FAVORABLE à cette participation"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981691"",""28/07/2023"",""19:23"",""Je prends part"",""Je suis entièrement d&#8217";"accord, donc favorable "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981695"",""28/07/2023"",""19:26"",""Décret indemnisation et emploi chevrotine."",""Tout à fait favorable à l'ensemble de ce décret. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981699"",""28/07/2023"",""19:30"",""avis favorable"",""d'accord "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981702"",""28/07/2023"",""19:39"",""28 juillet 1935"",""Je suis favorable au projet de décret relatif à la réduction et à l indemnisation des dégâts grand gibier."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981703"",""28/07/2023"",""19:41"",""Avis favorable à ce décret "",""Avis favorable pour le projet de décret tant vis à a vis des modes de chasse envisagés, que les périodes prolongés de la chasse au sanglier mais également  au niveau de l&#8217";"indemnisation des dégâts de grand gibier. Cordialement,"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981704"",""28/07/2023"",""19:45"",""Projet de décret relatif à la réduction et à l'indemnisation des dégâts de grand gibier"",""Je suis favorable pour ce projet. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981708"",""28/07/2023"",""19:59"",""agrainage dissuasif "",""oui pour réduire les sangliers mais non pour autoriser l'agrainage en foret qui ne sert a rien et risque d'attirer les sangliers sur les chemins et sentiers qu'ils dégradent . plus on nourrit les sangliers plus ils se reproduisent  "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981712"",""28/07/2023"",""20:08"",""Avis favorable aux projets de lois "","" ces deux textes sont la traduction de l'accord signé le 1er mars au Salon de l'Agriculture entre les agriculteurs et les chasseurs - la mise en place de cette nouvelle 'boîte à outils' limitera les dégâts de sangliers en fonction des circonstances et des besoins locaux - la procédure d'indemnisation des dégâts sera simplifiée et plus claire - le dialogue et le suivi des des dégâts seront améliorés avec au moins deux réunions par an au niveau départemental"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981715"",""28/07/2023"",""20:14"",""Décret agrainage dissuasif"",""je suis contre , la foret se porte trop mal pour encore accueillir plus de gibier "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981716"",""28/07/2023"",""20:26"",""Projet de décret relatif à la réduction et à l'indemnisation des dégâts de grand gibier. "",""Tout à fait favorable à la parution de ce décret. Simplification et clarification de la procédure. Ce décret respecte le dernier accord conclu entre les agriculteurs et les chasseurs"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981720"",""28/07/2023"",""20:37"",""Projet de décret relatif à la réduction et à l'indemnisation des dégâts de grand gibier"",""favorable à ce projet de décret, qui est conforme au dernier accord entre les chasseurs et les agriculteurs, et surtout simplification et clarification  de la procédure. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981721"",""28/07/2023"",""20:40"",""Accord"",""Je suis d'accord avec le contenu de ce projet."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981722"",""28/07/2023"",""20:43"",""Avec avis favorable pour le projet de décret relatif à la réduction et à l&#8217";"indemnisation des dégâts de grand gibier"",""Absolument pour le  projet de décret relatif à la réduction et à l&#8217";"indemnisation des dégâts de grand gibier"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981726"",""28/07/2023"",""20:49"",""indemnisation des degats"",""Avec avis favorable pour le projet de décret relatif à la réduction et à l&#8217";indemnisation des dégâts de grand gibier   limiter les dégâts de sanglier en fonction des besoins et circonstances locales (extension de la période de chasse, utilisation de la chevrotine dans les maquis et zones périurbaines, tirs autour des récoltes et points d&#8217;appât, meilleur encadrement de l&#8217;agrainage dissuasif) ;" "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981727"",""28/07/2023"",""20:49"",""Projet de décret relatif à la réduction et à l'indemnisation des dégâts de grand gibier  "",""Avis favorable  à ce projet entre chasseurs et agriculteurs"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981732"",""28/07/2023"",""21:11"",""Dégâts grands gibiers"",""Avis favorable au projet décret relatif à la réduction et à l indemnisation des dégâts de grand gibiers en plaine comme en montagne"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981738"",""28/07/2023"",""21:22"",""Avis favorable à ce projet, 26 juillet 2023, 21h17"",""Je suis favorable à ce projet de belle solution apportée aux problématiques actuelles"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981739"",""28/07/2023"",""21:23"",""projet de decret"",""je suis favorable à ce décret"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981740"",""28/07/2023"",""21:26"",""défavorable à ce texte ."",""avec ce texte le moindre dégat va permettre  le tir du sanglier toute l'année . plus de tir sur les zônes de non chasse (réserves naturelles ,zônes  urbaines,)et mettre à contribution les opposants à la chasse ."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981744"",""28/07/2023"",""21:41"",""Avis favorable à ce décret."",""Il est nécessaire de réagir rapidement afin d éviter un emballement des populations de sanglier / une augmentation difficilement contrôlable des dégâts."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981749"",""28/07/2023"",""21:59"",""Avis défavorable au décret pour ce qui concerne l'agrainage. "",""L'agrainage de dissuasion n'existe pas, c'est un leurre . Répandre du maÏs dans les forêts n'est rien d'autre que nourrir les animaux et artificialiser leur vie. Tel qu'il est pratiqué dans nos départements de l'Est , l'agrainage est du nourrissage . Il faut l'interdire sur l'ensemble du territoire, et au minimum, l'interdire pendant la saison de chasse, sauf pour l'appâtage à des fins de prélèvement de sangliers."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981750"",""28/07/2023"",""22:04"",""Avis favorable."",""Le dialogue et le suivi des dégâts seront améliorés avec au moins deux réunions par an au niveau départemental."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981751"",""28/07/2023"",""22:08"",""Avis favorable"",""Bonjours a tous. Merci de responsabiliser les personnes qui pensent que c'est toujours aux autres a payer! Qui paie decide!"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981752"",""28/07/2023"",""22:10"",""Projet de décret relatif à la réduction et à l&#8217";"indemnisation des dégâts de grand gibier"",""Avis défavorable au projet sur l&#8217";utilisation de la chevrotine, cela ne tend pas, à l&#8217;amélioration des critères de sécurité. Et cela semble allez à l&#8217;encontre du projet visant, dans un délai très court, à interdire l&#8217;utilisation du plomb dans les munitions de chasse. Il est prouvé que la létalité de ces munitions est plus qu&#8217;aléatoire et le nombre de gibier perdus ne ferait qu&#8217;augmenter en occasionnant des blessures aux animaux. Avis favorable pour le financement des indemnités dégâts, les chasseurs ne doivent plus assumer seuls celui-ci. Il doit incomber aussi aux divers propriétaires qui refusent la chasse sur leur terre. Aux opposants à la chasse et les collectivités. Avis favorable au projet de décret d&#8217;agrainage dissuasif et visant à limiter les dégâts de grand gibier en croissance constante.  Avis défavorable aux dispositions des règles d&#8217;"étendre la période de la chasse aux sangliers. Ouverture vers tous les abus "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981754"",""28/07/2023"",""22:21"",""Chasse "",""Ces textes traduisent l&#8217";accord signé entre les agriculteurs et les chasseurs le 1er mars dernier ;  - Ils instaurent une nouvelle « boite à outils » pour limiter les dégâts de sanglier en fonction des besoins et circonstances locales (extension de la période de chasse, utilisation de la chevrotine dans les maquis et zones périurbaines, tirs autour des récoltes et points d&#8217;appât, meilleur encadrement de l&#8217;agrainage dissuasif) ;  - Ils clarifient et simplifient la procédure d&#8217;indemnisation des dégâts de grand gibier (retour à un seuil de franchise unique à 150 euros par an et par campagne cynégétique, meilleur encadrement des expertises, ajout d&#8217;une possibilité de contre-expertise, limitation du recours à la CNI notamment quand il y a unanimité en CDCFS) ;   - Ils améliorent le dialogue et suivi des dégâts en prévoyant au moins deux réunions de suivi des dégâts au niveau local et national.    Bien conscient des efforts demandés, nous vous rappelons toute l&#8217;importance qu&#8217;il convient d&#8217;"apporter à ces consultations publiques tant nos opposants les utilisent pour contrer tous les projets en lien avec la chasse. Nous devons nous faire entendre ! Bien cordialement."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981762"",""28/07/2023"",""22:51"",""Avis favorable "",""Je suis d&#8217";"accord."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981765"",""28/07/2023"",""23:17"",""avis favorable"",""Il faut en finir avec les dégradations aux cultures. Payer n'est pas une situation tenable, ni par les chasseurs, ni par les agriculteurs qui voient leur travail malmené. Nourrir des sangliers n'a jamais été l'objectif de cette profession, et le chasseur à un rôle de régulateur sur cet animal, pas de banquier. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981769"",""29/07/2023"",""00:04"",""Avis favorable, sauf pour la chevrotine"",""- Avis défavorable en ce qui concerne l'utilisation de la chevrotine : la létalité de ce type de munition c'est pas suffisante sur le sanglier et cela ne va pas dans le sens de l'évolution de la règlementation sur l'utilisation des munitions à plomb selon la réglementation REACH.  - Avis favorable pour le financement des indemnités dégâts, les chasseurs ne doivent plus assumer seuls celui-ci. Il doit incomber aussi aux divers propriétaires qui refusent la chasse sur leur terre. Aux opposants à la chasse et les collectivités.  - Avis favorable au projet de décret d&#8217";agrainage dissuasif et visant à limiter les dégâts de grand gibier en croissance constante.  - Avis favorable aux dispositions des règles d&#8217;"étendre la période de la chasse aux sangliers. Les plans de chasse et le nombre de chasseurs pendant la période d'ouverture ne permettent pas de juguler l'expansion des populations de sangliers et surtout des hybrides (sanglochons) dont la fécondité est très importante "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981779"",""29/07/2023"",""04:46"",""Participation à la consultation relative au projet de décret relatif à la réduction et à l'indemnisation des dégâts de. grands gibier "",""Je suis favorable à ce projet de décret "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981785"",""29/07/2023"",""06:52"",""Favorable au projet de decret relatif à la réduction et à l&#8217";"indemnisation des dégâts de grand gibier"",""Les dispositions actuelles ne sont plus du tout adaptées au contexte. Le projet modernise réellement les méthodes pour parvenir à améliorer la réponse aux agriculteurs en impliquant bien plus intelligemment les chasseurs."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981786"",""29/07/2023"",""06:55"",""Tir à la chevrotine "",""Je ne suis pas favorable aux tirs à la chevrotine. Trop dangereux."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981791"",""29/07/2023"",""07:26"",""FAVORABLE"",""avis favorable a ce projet y compris a la chevrotine"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981792"",""29/07/2023"",""07:29"",""avis défavorable"",""Je reprends l'avis de France Nature Environnement:      FNE est défavorable à ce projet, notamment en ce qu&#8217";il étend la période de chasse du sanglier aux mois d&#8217;avril et de mai. Le sanglier deviendrait ainsi chassable toute l&#8217;année et n&#8217;aurait plus aucune période de tranquillité. Cette chasse aura aussi un impact négatif sur les espèces non chassées, par le dérangement qu&#8217;elle provoque durant une période qui correspond à la saison de reproduction de nombreuses espèces de mammifères et d&#8217;oiseaux. De plus, elle entraînera une gêne évidente pour les usagers de la nature non chasseurs, qui n&#8217;auraient plus aucun moment de l&#8217;année pour profiter d&#8217;une nature non chassée. L&#8217;"objectif de réduction des populations de sangliers est louable, mais il ne pourra pas être atteint en continuant à confier la gestion de cette espèce au seul monde de la chasse, qui est à la fois juge et partie et qui a un intérêt flagrant (notamment financier) à conserver des densités élevées de sangliers. FNE demande une remise à plat de la gestion du sanglier pour prendre en compte les intérêts de toutes les parties prenantes. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981795"",""29/07/2023"",""07:40"",""Très davorable"",""Avis très favorable il faut savoir modifier les textes pour mieux être en adéquation avec les problèmes du moment "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981796"",""29/07/2023"",""07:40"",""Sans titre"",""Avis favorable pour ce projet"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981797"",""29/07/2023"",""07:42"",""Chasse peche"",""Avis favorable pour ce projet 2023"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981800"",""29/07/2023"",""07:51"",""Avis favorable"",""Je donne un avis favorable à ce projet de décret"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981803"",""29/07/2023"",""07:57"",""Sans titre"",""avis favorable pour ce projet "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981804"",""29/07/2023"",""08:04"",""Avis favorable "",""Le coût des dégâts remboursés aux agriculteurs devient rédhibitoire.  Par ailleurs le tir à chevrotines est bien plus sécurisant que le tir à balle tant pour les chasseurs que pour la population "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981805"",""29/07/2023"",""08:09"",""Avis favorable "",""Seul les chasseurs sont en mesure de réguler les especes qui occasionnent des dégâts a moindre frais pour l'état.Le loup que les ecolos souhaitent voir nous remplacer est bien plus onereux et ne fait aucune différence entre le bétail et ces espèces. Esperons que les. Chasseurs sauront toutefois rester raisonnables pour ces tirs afin de préserver la chasse traditionnelle. Bizarrement on fait appel a nous pendant ces périodes alors que le reste du temps personne ne veut nous voir."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981808"",""29/07/2023"",""08:16"",""Avis défavorable "",""L&#8217";agrainage profite toujours aux mêmes qui nourrissent abondamment le gibier sans jamais être inquiété créent des réserves au détriment des petits territoires car la circulation naturelle du gibier est interrompu. Non à l&#8217;"agrainage « dissuasif » en période de chasse quelque soit les règles (incontrôlables !)"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981809"",""29/07/2023"",""08:20"",""Avis favorable "",""Le tir du sanglier à la chevrotine est moins dangereux que la balle, tant pour les chasseurs que pour les non chasseurs. Donc sûrement moins d'accidents avec les fusils."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""981810"",""29/07/2023"",""08:25"",""Avis Defavorable"",""En zone de vignes, de juin à octobre, la végétation dissimule les personnes qui travaillent dans les vignes à pied. Il est trop dangereux pour les agriculteurs et les promeneurs de chasser dans ces zones à cette période en dehors du dispositif de battues existant."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
